time_stamp,latitude,longitude,ns_indicator,ew_indicator,gps_satellites,altitude,pressure,temperature,acceleration_x,acceleration_y,acceleration_z,magnetometer_x,magnetometer_y,magnetometer_z,angular_speed_x,angular_speed_y,angular_speed_z,acquisition_board_state_1,acquisition_board_state_2,acquisition_board_state_3,power_supply_state_1,power_supply_state_2,payload_board_state_1
15665,0,0,S,E,20,4580.835071810231,42433.39765296825,42.11968351160111,0,0,0,0,0,0,157.15569108247573,-85.93960099497407,-83.69488415927701,0,1,1,1,0,1
15768,0,0,S,E,20,4596.94036133778,42557.52717157933,42.602399414747254,0,0,0,0,0,0,161.10290741018932,-91.58189361297678,-84.59913024340825,1,1,0,1,1,1
15849,0,0,N,E,22,4615.538738056789,42651.37297977844,41.961833773258014,0,0,0,0,0,0,157.84933047030916,-89.5906255168464,-80.56790627126627,0,1,0,1,0,1
15923,0,0,N,W,16,4632.523468718813,42773.17379182145,41.612147179389325,0,0,0,0,0,0,160.4117235834607,-95.97345662753912,-79.24224190183922,1,1,1,1,1,1
16014,0,0,N,E,17,4646.898216488526,42878.99050441295,42.15906401638745,0,0,0,0,0,0,157.05237351378807,-92.76884102896823,-80.84971693003945,1,0,1,0,1,1
16135,0,0,N,E,16,4663.861277026931,42979.10485419326,41.670455452237974,0,0,0,0,0,0,158.3143816143801,-98.06057622694276,-79.74208069300104,0,0,0,1,1,1
16226,0,0,S,E,15,4681.178719920505,43082.59568187171,41.97215811437148,0,0,0,0,0,0,159.92499167132337,-97.34569457510798,-78.51967988346269,1,1,1,1,1,0
16336,0,0,S,E,20,4697.720262491201,43205.69184886286,41.96630644474177,0,0,0,0,0,0,160.51390302603875,-97.79593407261959,-72.54323052358306,1,0,0,1,0,1
16419,0,0,N,E,22,4715.399210619113,43317.46397882208,42.55705520589034,0,0,0,0,0,0,157.0350352132105,-100.65325831241701,-75.0588074920626,0,0,1,0,0,0
16527,0,0,S,W,16,4731.22614597031,43437.24727759487,41.399041414315974,0,0,0,0,0,0,157.96662685827428,-103.64209584031963,-69.91969422240082,1,0,1,0,0,0
16623,0,0,N,E,20,4745.722353502573,43518.37570436207,41.90550835993733,0,0,0,0,0,0,157.57762354253867,-104.99311100869,-70.63583432416667,0,1,1,1,1,1
16712,0,0,N,W,21,4764.618761510888,43646.74768952453,42.18091402664135,0,0,0,0,0,0,159.87158298224043,-102.01328250330988,-66.91373261676827,0,0,1,1,0,1
16805,0,0,N,E,20,4780.5099835187375,43767.961250985674,42.344210131066475,0,0,0,0,0,0,157.19394489231954,-108.0903351230212,-67.7845655989789,0,0,1,0,0,0
16884,0,0,N,E,17,4796.888997464002,43852.042827436264,41.627671193310135,0,0,0,0,0,0,158.65706287870256,-107.27499121657158,-63.95027969087759,0,1,0,1,1,0
16971,0,0,N,W,17,4809.6172265326395,43961.30466602317,42.47114513956183,0,0,0,0,0,0,157.22370022727372,-108.12396337202517,-62.30373946038791,1,0,1,1,0,1
17066,0,0,S,W,19,4825.875012532955,44099.0592794173,42.02689011179068,0,0,0,0,0,0,156.40883258926036,-110.33809780429556,-64.00235088503074,1,1,1,0,1,1
17177,0,0,N,E,23,4844.989413815453,44193.90266709148,42.04364842742699,0,0,0,0,0,0,155.34163203014816,-109.26892945905311,-58.02548510351768,1,1,0,1,0,0
17288,0,0,S,E,23,4862.516109924511,44295.28734199951,42.26155432595192,0,0,0,0,0,0,158.36710143729772,-112.28488597588616,-60.12461042596268,0,1,1,0,0,0
17414,0,0,S,E,16,4876.859399878409,44421.177770179704,42.13734972667119,0,0,0,0,0,0,154.4205335032146,-114.38631395313074,-55.035518533231404,1,0,0,1,1,0
17530,0,0,N,E,22,4892.5715265249855,44510.12494500145,41.508404644610145,0,0,0,0,0,0,155.35141428435782,-113.87065298191284,-58.09762607115988,1,0,1,0,1,1
17657,0,0,S,E,17,4911.7465007188075,44645.95895921754,42.499254929378175,0,0,0,0,0,0,154.0830760481753,-117.13785980157829,-53.38861062833626,1,1,1,0,0,1
17759,0,0,S,W,24,4923.412290347659,44740.93471176726,41.95803730436078,0,0,0,0,0,0,153.95272220918602,-116.2252461176294,-52.51558077167373,0,1,1,1,0,1
17874,0,0,N,W,19,4942.981035337832,44861.72660931303,41.74898475027241,0,0,0,0,0,0,152.86396742582548,-119.95557650354732,-52.83551861644706,0,1,0,1,1,1
17991,0,0,S,W,16,4956.914558704463,44968.1585267359,41.61958338715345,0,0,0,0,0,0,155.98248727726866,-122.88892952000111,-47.497298570190864,0,0,0,0,0,1
18083,0,0,N,E,21,4973.539922881577,45087.96574836425,41.87479457685674,0,0,0,0,0,0,156.9916519112768,-124.63824468003185,-48.75713805057496,0,0,0,1,1,0
18200,0,0,N,E,17,4988.7743816594675,45188.10900597615,41.39459033080507,0,0,0,0,0,0,154.0113012828625,-121.33449744142709,-45.957712356552825,0,1,0,1,0,0
18320,0,0,S,E,24,5007.952017655161,45310.11096650189,42.53555453872299,0,0,0,0,0,0,154.0644940589614,-126.50227780907699,-44.22271245517268,1,1,1,1,0,0
18434,0,0,N,E,21,5025.520318456095,45419.439042083664,42.332803989618576,0,0,0,0,0,0,151.3543077511842,-128.47175921319925,-41.87757214613647,1,1,0,1,1,1
18510,0,0,N,E,23,5039.886533393151,45519.63439189921,41.89569769332129,0,0,0,0,0,0,152.1460106751676,-124.31332886351635,-41.278103907757526,0,1,0,1,1,0
18627,0,0,N,W,18,5057.748913299446,45616.801039678445,42.51515937115489,0,0,0,0,0,0,149.93007297421235,-126.58661466446961,-38.356425601264434,1,1,1,1,1,1
18727,0,0,N,E,17,5071.98842520605,45747.788509481885,42.04691624157126,0,0,0,0,0,0,152.3488880394387,-128.80187492548586,-38.733592090752126,1,1,1,0,1,0
18799,0,0,N,E,16,5088.406619769864,45846.29915290608,42.22001488052365,0,0,0,0,0,0,149.69974196763098,-129.5990155326267,-34.90264596893564,0,0,0,1,0,0
18920,0,0,N,E,24,5103.530097346042,45944.056427714335,42.35852241773666,0,0,0,0,0,0,153.47324750519206,-131.80099262082697,-35.49150069904914,0,1,0,1,0,1
19047,0,0,S,W,20,5123.710649393694,46077.24567423627,41.8206572420679,0,0,0,0,0,0,152.1701850276371,-135.703473159578,-33.21862913245145,1,0,1,1,1,1
19139,0,0,S,W,20,5140.606097324065,46166.2885602631,41.86940922509867,0,0,0,0,0,0,149.75572457288314,-132.9046926930589,-30.901071933943705,1,0,0,0,0,0
19232,0,0,S,W,20,5152.778510945837,46273.85918452138,42.42761559852307,0,0,0,0,0,0,151.55148706520333,-133.0193995431904,-30.352421650512714,0,1,1,1,0,0
19349,0,0,S,E,23,5171.775106729469,46387.58614269934,42.05529681210351,0,0,0,0,0,0,150.26039382074802,-135.50414545445753,-24.657712581318975,0,1,1,0,1,0
19478,0,0,N,W,24,5188.471741023739,46493.11178692061,42.151686911003104,0,0,0,0,0,0,151.28004776329826,-136.79856260208,-24.079238218325596,0,1,1,1,1,1
19568,0,0,S,W,21,5203.1205377069555,46626.61523501745,41.416027130721275,0,0,0,0,0,0,149.9841421669688,-135.73547264290775,-22.440860977808587,0,0,1,0,1,1
19664,0,0,N,E,17,5219.299957229724,46720.97460631583,42.463561052386815,0,0,0,0,0,0,146.49449934373803,-140.0568095584027,-19.149386241659002,0,0,0,0,1,0
19754,0,0,S,E,23,5235.500742482101,46842.57773970185,41.53113674925325,0,0,0,0,0,0,144.21581511855172,-139.20672295895392,-17.767773459091423,1,0,1,0,1,1
19833,0,0,S,E,17,5253.059973713133,46939.15073654771,41.901112014969975,0,0,0,0,0,0,147.49283800733159,-143.83170141612908,-21.11071876690305,1,1,1,1,0,1
19904,0,0,S,W,15,5270.488041267961,47067.71316989087,42.3037749142761,0,0,0,0,0,0,147.7870067097732,-142.29156084396254,-19.455184525572264,0,1,0,1,1,0
20029,0,0,S,W,22,5287.057852756831,47179.1200989975,41.96598995363725,0,0,0,0,0,0,143.88585408667794,-146.60208215426712,-12.038952566914846,0,1,0,0,0,1
20117,0,0,N,E,16,5303.061130224627,47267.81836264482,41.68940964625638,0,0,0,0,0,0,143.48157629404517,-144.86480174166095,-14.908650145320836,0,1,1,1,1,1
20204,0,0,N,E,18,5317.376667183409,47398.16091272569,41.55657144803336,0,0,0,0,0,0,141.76186876856104,-147.1340844130731,-8.887801279747709,1,1,0,0,1,0
20303,0,0,S,W,19,5336.396282203986,47488.53828288357,42.09701857052883,0,0,0,0,0,0,140.6129204951365,-149.30169842512638,-7.7863545083391985,0,0,0,1,0,0
20425,0,0,N,E,17,5349.996109243503,47614.235907959126,41.60165733469615,0,0,0,0,0,0,141.28704496603982,-148.36743752918392,-10.001684012129386,1,1,0,1,0,0
20505,0,0,N,W,17,5366.763875395164,47713.45468020689,42.28996385935972,0,0,0,0,0,0,141.025222374992,-148.17406043484047,-4.387705604861132,0,1,1,1,1,1
20593,0,0,S,W,16,5382.941691596696,47820.21164358098,42.44875330384703,0,0,0,0,0,0,140.92260572002186,-150.93345255552072,-7.175115596619399,0,1,0,0,1,0
20665,0,0,S,W,24,5397.846352964546,47928.113148656856,42.44432507298188,0,0,0,0,0,0,139.39577956551784,-152.9736474751171,0.24193004846263566,1,1,0,1,1,0
20739,0,0,S,W,19,5416.193209094259,48042.95964536079,42.33151065740412,0,0,0,0,0,0,141.31302410000376,-148.5332347056883,-0.9433244852655394,1,1,0,1,0,1
20811,0,0,S,E,22,5433.973300711783,48155.886770146266,41.42266739235592,0,0,0,0,0,0,137.38198665208145,-151.2051463676828,-1.4801316424391064,1,1,1,1,1,0
20889,0,0,N,E,22,5446.581060017169,48261.08335452597,41.61953708256636,0,0,0,0,0,0,139.42270100526076,-153.61459437703158,5.202543601409209,1,0,0,1,1,0
20969,0,0,N,E,23,5466.685865858316,48389.10807180669,42.150820366255246,0,0,0,0,0,0,136.76607329984918,-155.27772227656402,3.3942648529932233,0,1,1,1,0,1
21039,0,0,N,W,24,5481.079391778783,48472.47165776927,41.519956802000586,0,0,0,0,0,0,133.33461209489644,-156.27009347070708,7.79620290705911,0,0,1,0,0,0
21157,0,0,N,W,17,5496.4705226573315,48594.04858706421,42.0795941463004,0,0,0,0,0,0,131.78915513631046,-154.28872880877802,7.740888445743078,1,1,1,0,0,1
21242,0,0,S,E,22,5513.58618979688,48696.21928639139,41.42217498084524,0,0,0,0,0,0,136.84961121873664,-154.39326869540955,7.889779879095577,1,1,1,1,1,1
21314,0,0,S,W,24,5529.345238176143,48807.785188680864,41.535249714472265,0,0,0,0,0,0,135.84665450834083,-154.9964211909091,11.296101768124242,1,0,1,1,1,1
21424,0,0,S,E,17,5549.373532883479,48922.83170124491,42.254399511376135,0,0,0,0,0,0,134.45071202551287,-159.2889343593749,15.266247726339447,0,1,1,0,1,0
21550,0,0,N,W,23,5565.269760694484,49045.384625039995,42.38602350850276,0,0,0,0,0,0,128.5357814089704,-157.5972352593005,17.512200861831634,1,1,1,1,1,1
21662,0,0,S,E,17,5577.631193137268,49149.23329395206,41.762986486349334,0,0,0,0,0,0,131.452287041444,-158.1692686379235,18.18576769494613,0,1,0,0,0,0
21741,0,0,S,W,21,5594.045538647976,49257.877842883056,42.29645917913641,0,0,0,0,0,0,129.28043575224254,-157.6640142706913,16.852439971540136,1,0,1,0,0,1
21812,0,0,N,E,23,5612.81465264533,49361.65619609705,41.7444138267464,0,0,0,0,0,0,125.59554442545692,-161.05468442363875,23.0235180840573,1,1,1,1,0,1
21935,0,0,S,W,19,5626.790735197532,49458.56209945986,41.49970337844372,0,0,0,0,0,0,127.54195500321202,-158.86001993486965,23.859119164813904,0,0,0,0,0,0
22016,0,0,S,W,22,5647.675248135165,49581.88229136943,41.5363709037528,0,0,0,0,0,0,126.93757606774246,-162.2980311057909,22.501749779603422,1,1,1,1,1,0
22117,0,0,S,E,20,5662.136262237156,49711.34605373762,42.51406833098507,0,0,0,0,0,0,125.40005135056478,-162.64299125889752,24.45381210312029,1,1,0,1,1,0
22201,0,0,N,W,23,5679.661083636261,49811.75633489272,41.9738610339928,0,0,0,0,0,0,122.0055421654926,-163.49269819072964,24.67421859459789,1,0,0,1,0,0
22318,0,0,N,E,19,5695.921740501479,49929.67669495646,42.18214833014117,0,0,0,0,0,0,126.37308219267611,-162.18438523052805,30.84485755037472,1,0,0,1,1,0
22415,0,0,N,E,20,5710.554676102858,50025.15349922713,42.432550190802196,0,0,0,0,0,0,124.93762558789254,-166.4274457242235,29.562249882389292,1,1,0,1,0,1
22532,0,0,S,E,23,5727.0168519793915,50120.828876608364,41.77285252662945,0,0,0,0,0,0,122.43480883360009,-167.86085314225085,34.75653424321398,1,0,0,1,1,0
22610,0,0,N,E,23,5743.150357520611,50228.64132671256,41.8843538456162,0,0,0,0,0,0,121.83725820883242,-168.31705969625227,36.55605728816318,1,1,0,1,1,1
22736,0,0,N,E,19,5760.58900790214,50366.1841910348,41.607847322088965,0,0,0,0,0,0,121.04492339262355,-168.66206533945228,38.36810970610714,0,1,0,0,1,0
22831,0,0,S,E,20,5774.217733397566,50469.52834871592,41.42857668904755,0,0,0,0,0,0,119.04623775867036,-167.0641343213934,38.297327132461774,1,0,0,0,0,1
22918,0,0,S,E,23,5792.514989469584,50591.384940318276,42.025343161465834,0,0,0,0,0,0,117.28911971861238,-164.38558106102028,37.815471942595885,1,1,0,0,0,0
23014,0,0,N,E,20,5807.281002515107,50699.583660536635,42.56270627018162,0,0,0,0,0,0,117.26574379913406,-168.48557724296884,39.77915625699014,1,1,1,0,1,0
23120,0,0,N,E,20,5824.64969134054,50794.9217258727,41.53536139084751,0,0,0,0,0,0,117.7684398188522,-167.90485453965823,41.44770488292276,1,0,0,0,0,0
23221,0,0,S,E,19,5840.264406538416,50911.75538457379,41.631739837276754,0,0,0,0,0,0,115.11709445622655,-168.32375346076742,46.30363485585721,1,1,1,0,1,0
23343,0,0,N,E,22,5857.403295794174,51005.960176396664,41.586198514157864,0,0,0,0,0,0,114.76527203068424,-169.63557070029523,45.23865280267902,0,1,1,0,0,0
23413,0,0,S,E,23,5872.27414746102,51131.83503874091,42.07153004933182,0,0,0,0,0,0,111.7314107188782,-170.66172979192652,45.29827063506034,1,1,1,0,1,0
23539,0,0,S,E,19,5888.664787957515,51237.47453080441,42.267651390857665,0,0,0,0,0,0,112.79535935811134,-171.10994570360745,49.79631185711215,1,0,1,1,1,1
23656,0,0,S,E,18,5907.289374777877,51360.3842960122,42.557100477650096,0,0,0,0,0,0,106.3539309896057,-172.42437984221309,53.161842976078944,1,1,0,0,1,0
23748,0,0,S,E,20,5921.234447621311,51460.43690744594,41.976760705147925,0,0,0,0,0,0,110.53283591292309,-170.5480377757865,51.65581034193151,1,1,0,0,1,1
23873,0,0,S,W,17,5940.088286981441,51553.166968417434,42.46386182515062,0,0,0,0,0,0,109.61603268514236,-172.6295878211049,55.38493926818824,1,1,0,1,1,1
23962,0,0,N,E,23,5953.75035370954,51678.25446161239,42.26877505148108,0,0,0,0,0,0,104.92474163449025,-172.06343102412842,55.29113622035161,1,1,1,1,0,1
24081,0,0,N,E,21,5974.573735902769,51793.49831585436,41.41118954746614,0,0,0,0,0,0,107.36417657377606,-171.88528879042445,58.80334185844442,0,1,0,1,0,1
24196,0,0,S,E,19,5987.831362410029,51906.45216201328,42.10683513931682,0,0,0,0,0,0,103.98142767971203,-169.2869042433727,59.73502850639058,1,1,1,0,1,0
24315,0,0,N,E,21,6004.430739297028,51999.9472955048,41.847899169117774,0,0,0,0,0,0,100.23600618213179,-173.58920756559448,59.075863616284416,0,1,1,1,0,1
24415,0,0,N,W,22,6019.729376922927,52108.48433646002,42.58100207983025,0,0,0,0,0,0,98.46277350117839,-173.16238978179544,64.36761157159059,0,1,0,0,0,0
24507,0,0,N,W,19,6036.385696463259,52219.7536822987,41.47247999804033,0,0,0,0,0,0,99.84299504880791,-170.50542398144154,65.10593097583617,1,1,1,0,1,1
24630,0,0,N,E,18,6053.108560980554,52343.322421508194,42.23356673800007,0,0,0,0,0,0,99.94089325616633,-172.41304941783451,65.71634354554719,0,0,1,1,0,1
24734,0,0,N,W,18,6071.923484754876,52453.09322564075,42.36111469060733,0,0,0,0,0,0,99.57042744935362,-175.24909004854007,65.36541357752589,1,1,0,0,0,0
24854,0,0,N,W,18,6084.286779274182,52550.2690534417,42.565625422792465,0,0,0,0,0,0,97.96026266818235,-173.29257000910042,66.826900253872,1,0,0,1,1,1
24939,0,0,N,W,24,6102.404703664139,52652.83841008929,41.52191682113547,0,0,0,0,0,0,92.4209224681325,-176.9783702730145,72.65940947146014,1,0,0,0,1,1
25050,0,0,S,W,19,6121.042849412889,52767.4425455644,41.478862641528444,0,0,0,0,0,0,93.75694813545752,-173.6724353295959,72.42495588585811,1,0,1,1,0,1
25149,0,0,S,E,20,6134.414449848748,52883.73441569895,42.30537711387806,0,0,0,0,0,0,89.83124035351483,-177.31127495529478,74.21071240944185,1,1,0,0,0,1
25247,0,0,N,W,17,6150.95663085396,53007.22385434918,42.143856935572614,0,0,0,0,0,0,91.33016612236744,-174.59202296957207,75.58777220113355,1,1,1,1,1,0
25363,0,0,S,E,17,6169.975027653516,53090.41525497749,41.66426798618047,0,0,0,0,0,0,88.0108975894543,-176.2464804544487,76.45407234647972,0,0,1,0,0,1
25449,0,0,S,E,23,6182.615340404345,53209.66340330355,41.79906320791487,0,0,0,0,0,0,89.84444597293668,-176.1041416296224,79.33263966660583,1,0,1,1,0,0
25529,0,0,N,E,21,6202.486279716926,53309.2407826824,41.730206432999886,0,0,0,0,0,0,86.6236729771085,-174.51447192819236,83.1244308885933,1,1,0,0,0,1
25633,0,0,S,E,19,6216.088014498692,53436.30343784504,42.32103808436137,0,0,0,0,0,0,82.25079496294434,-175.78026332795662,81.01976507458265,0,0,1,0,0,1
25722,0,0,S,E,22,6235.304813609749,53533.44053048331,41.591409281337235,0,0,0,0,0,0,85.03343924740408,-173.4655046198973,81.17914443956062,0,1,0,1,1,1
25817,0,0,S,E,21,6248.580712363644,53664.979701379416,41.93591834368502,0,0,0,0,0,0,81.6915536794212,-171.97898916843837,87.0367847609046,0,1,1,1,1,0
25920,0,0,N,W,22,6267.875698912778,53757.76514298586,41.81952118418356,0,0,0,0,0,0,79.44573239651916,-173.73201480182354,84.49334375313497,0,1,0,1,1,1
26009,0,0,S,E,20,6284.1272679371405,53860.960415236,41.79773881148086,0,0,0,0,0,0,78.60086834735003,-172.79000125498376,89.45146138024359,1,0,0,0,0,1
26102,0,0,S,W,21,6300.614495697711,53991.19066788915,41.70664245406974,0,0,0,0,0,0,78.1517185828514,-177.61764913575104,86.94012603235846,0,1,1,0,1,0
26187,0,0,S,E,19,6316.9080057300735,54093.1066565524,42.433649637254014,0,0,0,0,0,0,76.94150297956875,-175.0511198257014,93.75814680663197,1,1,0,1,1,1
26274,0,0,N,E,23,6333.123488130504,54193.53419889522,41.53623299413932,0,0,0,0,0,0,74.48861374290681,-176.54035393060315,90.24180057652366,1,0,1,0,0,0
26375,0,0,N,E,21,6349.34855670599,54325.69533149243,41.69689420370947,0,0,0,0,0,0,76.10392834815902,-175.73393432635058,94.84079772436098,0,0,1,1,0,0
26452,0,0,S,E,22,6362.919533608114,54409.37470854525,42.41832992121897,0,0,0,0,0,0,70.31279661965937,-176.23697654051435,97.24538313075817,0,1,1,1,1,1
26560,0,0,S,E,23,6379.342283638643,54546.45976316658,41.714771837127735,0,0,0,0,0,0,68.45752820342268,-176.60380079092772,98.62979090079577,1,1,0,1,0,0
26684,0,0,N,E,16,6396.866941483263,54641.37168891141,42.5477162945626,0,0,0,0,0,0,68.44435153693932,-175.55568166217404,99.54675778830558,1,1,0,1,1,1
26778,0,0,N,W,16,6413.812987349651,54750.334428132104,41.65098439563766,0,0,0,0,0,0,70.35652454401347,-177.05050232471908,98.67026064927948,0,1,1,0,1,1
26875,0,0,S,W,18,6427.746558827659,54854.01526841803,42.392229920566635,0,0,0,0,0,0,69.1370797044927,-173.12036136520848,98.76392890717878,1,0,0,0,1,0
26945,0,0,N,W,23,6447.972451884428,54980.30706292473,42.40887348358894,0,0,0,0,0,0,63.3154490456158,-173.71778490638178,103.78567202247673,1,0,1,1,1,0
27044,0,0,N,W,23,6461.24663704681,55070.37225778658,41.79294906075374,0,0,0,0,0,0,61.7192373551868,-175.01901407888164,106.03965311406944,0,1,0,1,0,0
27145,0,0,S,W,15,6476.597008962378,55194.6528273164,41.897891525109024,0,0,0,0,0,0,61.74387127339213,-173.7031005924257,105.17225642804577,1,0,0,0,0,0
27244,0,0,S,E,18,6494.07741273653,55295.791346850296,42.371649162858056,0,0,0,0,0,0,58.56322703517948,-172.62137354028343,108.07924038752155,0,1,1,1,1,1
27321,0,0,S,E,19,6510.237923873722,55420.65524349615,41.89832413690925,0,0,0,0,0,0,60.00718390245475,-173.7930083197892,107.89466343889006,1,0,0,1,1,0
27435,0,0,N,W,16,6526.88982508738,55535.48307082711,41.403025105647586,0,0,0,0,0,0,56.13120430549382,-172.27121141369994,108.42305019528281,0,1,1,1,1,0
27541,0,0,S,W,18,6545.774368152509,55623.844236344405,42.16607688357501,0,0,0,0,0,0,54.437887729615284,-170.76903913696975,112.99346130790566,0,0,0,0,0,0
27642,0,0,N,W,20,6560.919299593647,55745.1263201392,42.53963442744685,0,0,0,0,0,0,55.31704689799612,-174.65274103413233,110.29065917946548,0,0,0,1,0,1
27713,0,0,S,W,21,6577.604586202409,55868.870727117166,41.85173917905238,0,0,0,0,0,0,50.82339155770696,-172.08376632504002,111.78731647572458,0,1,1,1,1,0
27786,0,0,S,E,18,6593.0558490415,55981.17959511584,41.7308586136838,0,0,0,0,0,0,52.29251541026395,-170.69339986333824,116.18069210273075,0,1,0,1,0,1
27860,0,0,S,E,23,6608.375943441675,56081.23589228213,41.63032799010972,0,0,0,0,0,0,48.422211434685394,-170.70775851315676,114.73454194728666,1,0,1,0,1,1
27939,0,0,S,W,19,6626.404049505618,56200.14003254986,42.14790401729847,0,0,0,0,0,0,46.7454992681113,-170.90168285112554,115.26331563082465,0,0,0,0,1,0
28059,0,0,N,W,23,6644.817162437261,56282.26533248586,41.854289604287516,0,0,0,0,0,0,47.54567681244388,-170.90815636886444,117.00316163443043,0,0,1,1,1,0
28157,0,0,N,W,18,6658.8183531551795,56409.12651691356,41.90807439400313,0,0,0,0,0,0,48.12008265289022,-172.23106616705329,121.04012296428239,1,0,0,0,1,0
28287,0,0,N,E,22,6677.401416078415,56512.1124874726,42.05653179974754,0,0,0,0,0,0,47.35951851643632,-172.21714800011307,123.11570606508592,0,1,1,0,0,1
28358,0,0,N,W,16,6692.481269145504,56611.308134972125,42.25111582116354,0,0,0,0,0,0,44.413694639334025,-166.60752852633962,119.75947033041662,0,1,0,1,1,1
28472,0,0,S,W,20,6708.475558133812,56722.736296650204,41.79325219638512,0,0,0,0,0,0,39.85039970804527,-166.09766226057903,125.72352104059763,1,1,1,0,1,1
28561,0,0,S,W,20,6725.475372513911,56854.072453125285,41.39700204229008,0,0,0,0,0,0,38.99884833968861,-170.40603890821373,124.77844591579083,1,1,1,1,1,1
28665,0,0,S,E,20,6738.3803557252195,56948.80081937849,42.12555197045734,0,0,0,0,0,0,39.360903249046764,-170.4675006284415,127.94799297991004,0,0,0,0,1,0
28779,0,0,N,E,18,6756.594796596737,57050.64645028598,42.53448248273305,0,0,0,0,0,0,36.24282663472166,-168.18433471593653,124.83465265488995,1,1,1,0,0,0
28887,0,0,S,E,23,6771.149666745978,57166.221083733195,41.643445783406705,0,0,0,0,0,0,37.813128367086655,-168.62674168352797,131.161969841585,1,1,1,1,1,1
29014,0,0,S,W,16,6788.938939418233,57286.61333443386,41.44276780685475,0,0,0,0,0,0,32.030447464014486,-168.22980367761684,131.83630632544086,0,1,0,1,1,1
29097,0,0,N,E,18,6804.81823196518,57383.297061362726,41.510405384672346,0,0,0,0,0,0,32.25555350396146,-163.86407827031343,132.04298501334912,0,0,1,0,1,0
29209,0,0,N,W,20,6823.803670235968,57501.015330306676,41.68155737085805,0,0,0,0,0,0,32.56763871887718,-164.97414714317674,135.07173196601462,0,1,0,1,0,1
29318,0,0,S,W,16,6836.897553666877,57629.45528812551,42.28434781646215,0,0,0,0,0,0,28.324641227456127,-166.0353559186445,133.14734902563978,1,0,1,0,0,1
29417,0,0,S,W,18,6856.305728362485,57734.32045602124,41.935455326288164,0,0,0,0,0,0,26.853828189444847,-162.6543696313668,133.22580167843344,1,1,0,0,1,0
29519,0,0,N,W,20,6872.085428998736,57839.88546390042,42.345895029378696,0,0,0,0,0,0,28.496306916330145,-162.4133645283418,138.23994560996135,0,1,1,1,0,0
29614,0,0,S,E,17,6886.390845360645,57949.5164403875,41.40076996442655,0,0,0,0,0,0,23.175631615052193,-164.0109427870575,133.76721371500636,1,0,1,1,0,1
29698,0,0,N,E,22,6905.061440802021,58048.87624113657,41.69404026378187,0,0,0,0,0,0,22.469787145484432,-159.65672782046622,134.86169912182925,1,1,1,0,1,0
29799,0,0,N,E,16,6921.651659982185,58155.70878691088,42.567107204753505,0,0,0,0,0,0,21.211161209955062,-164.22938322346616,140.2203500956456,1,0,1,0,1,1
29882,0,0,N,W,15,6935.620696297169,58272.64470381734,42.37542092161672,0,0,0,0,0,0,18.08768716492605,-158.67381225394294,138.34050579167368,0,0,0,0,1,0
30012,0,0,S,E,21,6951.048178727612,58399.227142727555,41.45387311093742,0,0,0,0,0,0,16.10707288159097,-158.58455817551203,143.10620567931016,1,1,1,0,1,0
30105,0,0,N,W,23,6971.478013210365,58499.214858238156,42.302764177357986,0,0,0,0,0,0,18.22510841636837,-159.20816977027567,138.95078803181187,1,0,0,1,1,0
30178,0,0,N,W,23,6986.9450153111475,58594.69260378894,41.77263099075989,0,0,0,0,0,0,12.872256910088852,-157.26857912770055,143.20620561236314,0,1,1,1,1,0
30289,0,0,N,W,23,7000.12078116997,58715.235424915125,42.34582245667865,0,0,0,0,0,0,12.40439720725617,-160.32582087591058,145.74821493438102,1,1,0,1,0,0
30404,0,0,N,E,19,7017.900236414406,58838.95561068714,41.55677986265827,0,0,0,0,0,0,8.482691762450523,-157.7944345880103,145.4993083129938,0,1,0,0,0,1
30484,0,0,N,E,17,7034.169159160244,58935.25309570382,42.23313239607046,0,0,0,0,0,0,8.300127037342738,-155.83743839505232,145.44236921952393,0,1,0,0,1,0
30601,0,0,S,E,20,7049.322706508659,59050.73766703301,42.35695325912347,0,0,0,0,0,0,6.338522910630112,-153.48529870411102,146.7738403389637,1,0,1,1,1,1
30684,0,0,N,E,18,7065.973567922448,59158.734829390654,41.54799018158003,0,0,0,0,0,0,3.6228290340454024,-154.06223765457716,146.0904351549862,0,0,0,0,1,0
30769,0,0,N,W,21,7085.769273611111,59249.456933962385,41.88750707474177,0,0,0,0,0,0,6.698872956352574,-152.4345260392227,146.53887766099226,1,0,1,1,1,1
30848,0,0,N,W,20,7100.591072731791,59391.66503517757,42.4337005594828,0,0,0,0,0,0,4.542686571832006,-155.00816498785355,147.7422293205587,1,0,0,0,1,1
30968,0,0,N,E,23,7116.614042031478,59473.91405096349,42.138961555547546,0,0,0,0,0,0,1.0143349622128128,-150.41327014547883,148.30065188361138,1,0,0,1,0,0
31096,0,0,S,E,23,7135.354392327194,59606.039967461395,41.6076577321966,0,0,0,0,0,0,-0.6511364717947502,-154.42181549727678,153.14990734808208,0,0,1,1,1,1
31198,0,0,N,W,15,7148.676580401655,59708.98667717944,42.50778851424914,0,0,0,0,0,0,-0.09515507571072335,-152.82950725458147,151.80042844572083,0,0,1,0,1,1
31275,0,0,S,E,16,7165.776514034321,59826.423067870724,41.429125112422064,0,0,0,0,0,0,-2.236888003405443,-148.43830841282318,155.54304686549787,0,0,1,0,0,1
